ogrn,shortName,website,vk
1165476074257,"БФ ""СИБИРЬ. БОЛИ - НЕТ!""",bolinet54.ru,https://vk.com/club117397187
1084200006670,"ЧУ ДПО ""АВТОСТРАДА""",prava142.com,https://vk.com/club117815393
1137799020908,"ФОНД ""ПАМЯТИ 6-ОЙ РОТЫ""",6рота.рф,https://vk.com/club117833110
1045207696808,"АССОЦИАЦИЯ ""НТЛ""",tourliga.ru,https://vk.com/club118077867
1027700123681,"ООБФ ""РДФ""",www.detfond.org,https://vk.com/club119246782
1155000003674,"МЕЖДУНАРОДНЫЙ БЛАГОТВОРИТЕЛЬНЫЙ ФОНД ""ОКНО В МИР""",fond-oknovmir.ru,https://vk.com/club119683072
1035100153637,"ЧОУ ДПО ""СКБ""",skb-51.ru,https://vk.com/club122009736
1023400000766,"ВОЛГОГРАДСКИЙ ОБЛАСТНОЙ СОВЕТ ПРОФСОЮЗОВ,ОБЛСОВПРОФ",volgoprof.ru,https://vk.com/club122397094
1023600011500,"ВГООИ ""НАДЕЖДА""",nadezhda-vrn.ru,https://vk.com/club122549786
1122900000277,"ФОНД ""БЕРЕГИНЯ""",fbereginya.com,https://vk.com/club122818483
1023100932062,"АНО ""РЕДАКЦИЯ ГАЗЕТЫ ""ЗНАМЯ ТРУДА""",gazeta-trud.ru,https://vk.com/club122917899
1193700000010,"МОО ТОС ""НОВАЯ ДЕРЯБИХА""",newderyabiha.ru,https://vk.com/club123186484
1023102156857,"АНО ""РЕДАКЦИЯ ГАЗЕТЫ ""ВАЛУЙСКАЯ ЗВЕЗДА""",val-zvezda31.ru,https://vk.com/club123267432
1122100000582,НЕГОСУДАРСТВЕННОЕ ОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ДОПОЛНИТЕЛЬНОГО ПРОФЕССИОНАЛЬНОГО ОБРАЗОВАНИЯ «ЭКСПЕРТНО-МЕТОДИЧЕСКИЙ ЦЕНТР»,articulus-info.ru,https://vk.com/club123611683
1027403882956,"ЧОУ ДПО ""УЧЕБНЫЙ ЦЕНТР ""ЭВЕРЕСТ""",everest.chelcom.ru,https://vk.com/club124506338
1112600001843,"ЧУ ДПО ""УЧЕБНЫЙ ЦЕНТР"" ПРОФЕССИЯ""",uc-professiya.ru,https://vk.com/club125321074
1165000052469,"АНО ДО ""МИР ЯЗЫКОВ""",razvivayushhij-centr-mytishhi.ru,https://vk.com/club125337360
1132300002097,"АНО ""КУБАСИ""",pro-sud-123.ru,https://vk.com/club126131264
1091600000601,ПОУ ЧИСТОПОЛЬСКАЯ ТШ ДОСААФ РТ,chistopol-dosaafrt.ru,https://vk.com/club127055945
1165000053899,"АНО ""ЦСПИОР ""АНДРОМЕДА""",andromedacentr.ru,https://vk.com/club127262454
1095200001830,"СРО СОЮЗ ""СТРОИТЕЛИ ПРИВОЛЖЬЯ""",s194.ru,https://vk.com/club128364137
1035000907204,"БФ ""АБСОЛЮТ-ПОМОЩЬ""",absolute-help.ru,https://vk.com/club128651156
1155000000760,"АНО ""ЦСП ""ИНТЕРСПОРТ""",sports-trio.ru,https://vk.com/club129401780
1057746538123,"АНО ""ЦТИ""",www.biocyte.ru,https://vk.com/club129805127
1063100001007,"БРОО ""ОЗЖ ""ПРЕДАННОСТЬ""",http://www.predannost31.ru,https://vk.com/club13083192
1037739190004,"АНОДО ""УЦ ФГССР""",www.ski-school.ru,https://vk.com/club13102346
1134400000877,"АНО ""ЮНОШЕСКАЯ АВТОШКОЛА""",yash44.ru,https://vk.com/club131599557
1027800008092,"РОО ""АВРОРА""",fcaurora.ru,https://vk.com/club13160077
1021800000034,УРО ВОИ,udm-voi.ru,https://vk.com/club131657926
1157700006716,"АНО ""ЦЕНТР СОДЕЙСТВИЯ ПАТРИОТИЧЕСКОМУ ВОСПИТАНИЮ МОЛОДЕЖИ""",estafetapokolenij.ru,https://vk.com/club132659241
1104600001110,"ЧОУ ДПО ""ЛЕДИ ВИКТОРИ""",nou-ladyvictory.ru,https://vk.com/club133079663
1057810302186,,жемчужиныпетербурга.рф,https://vk.com/club1331541
1175958014055,"МОО ТОС ""ЗАВОД МИХАЙЛОВСКИЙ""",http://tos-zm.ru,https://vk.com/club134316824
1021100004309,,mihailo-arhangelski-monastir.ru,https://vk.com/club134459132
1088600000631,"РБФ ""БЛАГО ДАРЮ""",dariblago.ru,https://vk.com/club13536644
1065032038466,"НП ""МАГНОЛИЯ""",npmagnolia.ru,https://vk.com/club135528894
1082300001189,"ККОО ""СПОРТИВНАЯ ФЕДЕРАЦИЯ ПЛАВАНИЯ""",swimfed23.ru,https://vk.com/club136498902
1121600001555,"СРО ""ЕДИНСТВО""",sro-mfo.ru,https://vk.com/club137182471
1025700002371,,orel-trinity.ru,https://vk.com/club137496281
1104300000177,"ЧОУ ДПО ""КИРОВСКИЙ УЧЕБНЫЙ ЦЕНТР""",уцпкпп.рф,https://vk.com/club137757862
1023400005408,,volgograd-terkom34.ru,https://vk.com/club137765292
1022603421169,"ЛПУ ""САН. ""ЭЛЬБРУС""",elbruskmv.ru,https://vk.com/club137830710
1121600002050,ТЕРРИТОРИАЛЬНАЯ ОРГАНИЗАЦИЯ ОБЩЕРОССИЙСКОГО ПРОФСОЮЗА ОБРАЗОВАНИЯ АВИАСТРОИТЕЛЬНОГО И НОВО-САВИНОВСКОГО РАЙОНОВ ГОРОДА КАЗАНИ,edunion-an.ru,https://vk.com/club137990103
1121800000640,"АНО ДО ""ЛОРА""",logoped-lora.ru,https://vk.com/club138414102
1027739623504,"""ФЕДЕРАЦИЯ ФРИСТАЙЛА РОССИИ""; ""ФФР""",ffr-ski.ru,https://vk.com/club13899586
1192901002887,"АНО ""КОРРЕКЦИОННЫЙ ЦЕНТР ""АЗИМУТ""",центразимут.рф,https://vk.com/club139350910
1108900000703,МЕСТНОЕ ОТДЕЛЕНИЕ ДОСААФ РОССИИ В ГОРОДЕ НАДЫМ ЯНАО,dosaaf89region.ru,https://vk.com/club139772044
1037858009309,"СПБ РОО ""ПОЛЯРНЫЙ КОНВОЙ""",arcticconvoys.ru,https://vk.com/club139847821
1023100508617,"ЧУ ""РАЗУМЕНСКИЙ ДОМ ДЕТСТВА""",netsirot.ru,https://vk.com/club142828395
1055410035120,"АНО ДПО ""СИПК""",www.sipk.ru,https://vk.com/club143022618
1167700054829,,bolgar.academy,https://vk.com/club143889378
1021606753112,"УЧРЕЖДЕНИЕ ПРОФСОЮЗОВ САНАТОРИЙ ""ВАСИЛЬЕВСКИЙ""",vasilevo.ru,https://vk.com/club143965822
1137400000077,"ЧРОО ""ПО ""ОРИЕНТИР""",отрядориентир.рф,https://vk.com/club144573784
1117799020107,,hrampokrovastr.ru,https://vk.com/club144688590
1137799000570,"ЧОУ ДПО ""НАЦИОНАЛЬНЫЙ ИНСТИТУТ ЗАЩИТЫ ДЕТСТВА""",защитадетства.рф,https://vk.com/club144733316
1177500000787,"КБОО ""ПОМОЩЬ ДЕТЯМ ЗАБАЙКАЛЬЯ""",zabdeti.ru,https://vk.com/club145056662
1030203904466,АССОЦИАЦИЯ БТИПБ,btipb.ru,https://vk.com/club145306664
1033692006215,,ruszhuravka.ru,https://vk.com/club145677794
1142100000426,"АНПОО ""АКАДЕМИЯ ТЕХНОЛОГИИ И УПРАВЛЕНИЯ""",atu21.ru,https://vk.com/club145788284
1192901004185,"АНО ""ТОВАРИЩЕСТВО ПОМОРСКОГО СУДОСТРОЕНИЯ""",pomor-schooner.ru,https://vk.com/club14588336
1166733077015,"СРООПИ ""БЛАГОЕ ДЕЛО""",blagoedelo-smolensk.ru,https://vk.com/club145984957
1173300000059,"АНО ""ЦЕНТР ПОДДЕРЖКИ ЭКСПОРТА ВЛАДИМИРСКОЙ ОБЛАСТИ""",export33.ru,https://vk.com/club145994743
1042500002753,"НКО ""ВОСТОК""",http://www.приёмная-семья.рф,https://vk.com/club146677330
1157800002733,"ФОНД ""АЛЕКСАНДРА НЕВСКОГО""",фондалександраневского.рф,https://vk.com/club147096175
1042134002074,"ЧУЗ ""РЖД-МЕДИЦИНА"" Г.КАНАШ""",kanash-uzlb.med.cap.ru,https://vk.com/club148271854
1027100002709,,profkomstudtgpu.ru,https://vk.com/club14851663
1090200000054,"РОО ""ФСПРБ""",pentathlon-rb.ru,https://vk.com/club148791198
1136173000149,"АНО ""РЕДАКЦИЯ ГАЗЕТЫ ""СТАНИЧНЫЕ ВЕДОМОСТИ"" БОКОВСКОГО РАЙОНА",s-vedomosti.ru,https://vk.com/club149018685
1166100050302,"АНО ДПО ""ЭНЕРГОБЕЗОПАСНОСТЬ""",energy-security.ru,https://vk.com/club149065790
1037700153721,"РОБО ""ОБЩЕСТВО ""ДОБРО""",autisminrussia.ru,https://vk.com/club149795608
1176313037592,"АНО ""ЧИСТЫЕ ВОДОЁМЫ""",chistvod.ru,https://vk.com/club149998508
1202400026597,"АНО ""ККЦРБ МКК""",дни-предпринимательства.рф,https://vk.com/club150109151
1101000000463,РО ООГО ДОСААФ РОССИИ РЕСПУБЛИКИ КАРЕЛИЯ,досааф10.рф,https://vk.com/club150304569
1206300064926,"АНСО ""ФЕДЕРАЦИЯ БОКСА ТОЛЬЯТТИ""",tltbox.ru,https://vk.com/club150332495
1167700051947,"БЛАГОТВОРИТЕЛЬНЫЙ ФОНД ""СПОРТ ДЛЯ ЖИЗНИ""",http://sportforlife-fond.ru,https://vk.com/club150864931
1037858017670,СПБ ОТДЕЛЕНИЕ СОЮЗА ПИСАТЕЛЕЙ РОССИИ,dompisatel.ru,https://vk.com/club150869239
1075000013010,"АНО ДПО ""АВТОШКОЛА ВИРАЖ""",avto-viraj.ru,https://vk.com/club151129758
1045607456234,"ЧУЗ ""КБ ""РЖД-МЕДИЦИНА"" Г. ОРЕНБУРГ""",okbstorenburg.ru,https://vk.com/club151209197
1176000000142,"""СОЮЗ ЭКОЛОГОВ ПСКОВСКОЙ ОБЛАСТИ""",союзэкологов.рф,https://vk.com/club151567800
1166100052711,"РООИ""СОЗИДАНИЕ""",http://роои-созидание.рф,https://vk.com/club152006777
1022900002564,СПОРТОБЩЕСТВО ПРОФСОЮЗОВ,dvorecsporta29.ru,https://vk.com/club152627430
1037858008726,"РОО ""САНКТ-ПЕТЕРБУРГСКИЙ КЛУБ МОРЯКОВ-ПОДВОДНИКОВ И ВЕТЕРАНОВ ВМФ""",submarinersclub.ru,https://vk.com/club15265850
1125200001013,"АНО ""НДТК""",nn-tennis.ru,https://vk.com/club153425829
1173300000499,"ВРФСОО ""СПОРТИВНЫЙ КЛУБ ""САН-РИН""",http://sanrin.ru,https://vk.com/club154771527
1032700325668,"АНО ""ЦЕНТР СОЦИАЛЬНОЙ АДАПТАЦИИ МОЛОДЕЖИ ""ГРАНЬ""",gran-dv.ru,https://vk.com/club154893377
1045300290397,"ЧОУ ДПО ""ЦО ""МЕДИНФО""",medinfo-nov.ru,https://vk.com/club155181510
1097400000345,"ЧРОО ""ФЕДЕРАЦИЯ БОКСА ЧЕЛЯБИНСКОЙ ОБЛАСТИ""",boxing-74.ru,https://vk.com/club155311483
1105000005956,ФОНД ПОДДЕРЖКИ ВЭД МО,exportmo.ru,https://vk.com/club156177065
1178901000046,"МООМС ""СЕМЬЯ МУРАВЛЕНКО""",семьямуравленко89.рф,https://vk.com/club156347952
1096100001843,"БФ ""ВОЗРОЖДЕНИЕ НАЦИИ""",http://возрождение-нации.рф,https://vk.com/club156747277
1094200000069,,verb42.ru,https://vk.com/club157248536
1121600000169,,храмсвятителяниколая.рф,https://vk.com/club157745286
1125200001783,"АНО ""РЕДАКЦИЯ ""СВ""",semvestnik.ru,https://vk.com/club158170845
1115000000268,"АНО ""МРЦ ""СВЕРШЕНИЕ""",socrescentre.ru,https://vk.com/club158778931
1096100001711,"РРОО ""ЦЕНТР""",rroo-center.ru,https://vk.com/club159181365
1031002190097,"КРО ПП ""КПРФ""",kprf10.ru,https://vk.com/club159232893
1167800053948,"АНО ВО ""СЮА""",jurac.ru,https://vk.com/club159942048
1037746003162,РООМС,mos-medsestra.ru,https://vk.com/club160362711
1032335017802,"ККБОФ ""АЛЬБАТРОС""",bof-albatros.ru,https://vk.com/club160654101
1027739814673,"АНО ""ОЦ ДИПЛОМ""",www.diplomcentr.ru,https://vk.com/club161504719
1024400002252,КООО ВОИР,voir44.ru,https://vk.com/club162110208
1174200001040,"АНО ""ЦЕНТР ПО УХОДУ ЗА ПОЖИЛЫМИ ЛЮДЬМИ""",светлая-горница.рф,https://vk.com/club162199396
1167700058283,"МОО ""ЧТОБЫ ВИДЕТЬ!""",looktosee.ru,https://vk.com/club162508835
1085499000014,,деревожизни.рф,https://vk.com/club162602826
1037843109260,"КА ""ЛАПИНСКИЙ И ПАРТНЁРЫ""",lapinski.ru,https://vk.com/club162902177
1095300000322,"НООО ""НОВГОРОДСКАЯ ЗЕМЛЯ""",новгородскаяземля.рф,https://vk.com/club163091046/
1196733020296,АНО ПО МАСТ,mkst-smolensk.ru,https://vk.com/club163218091
1171001007616,"МООВ ""ПАТРИОТ""",patriote.ru,https://vk.com/club163296743
1126300000925,"АНОО ДО ""МАЛЫШ""",det-sad163.ru,https://vk.com/club164316620
1036302395843,,radioaprel.ru,https://vk.com/club16453109
1037858021024,,tyroe.ru,https://vk.com/club16453761
1105300000101,ООНОФБ,boxing53.ru,https://vk.com/club164551706
1026100014588,РОО ПРОФСОЮЗА РАБОТНИКОВ ТОРГОВЛИ,prtrostov.ru,https://vk.com/club165517387
1027800007003,"ООО ""РАСХИ""",sia-r.ru,https://vk.com/club16588010
1205900006652,"АНО ""РЕДАКЦИЯ ГАЗЕТЫ ""НОВОСТИ""",gorn-novosti.ru,https://vk.com/club165960274
1086600001773,ПЕРВОУРАЛЬСКОЕ ГОРОДСКОЕ ОБЩЕСТВО ЗАЩИТЫ ЖИВОТНЫХ,Pervo-Priut.ru,https://vk.com/club16657834
1025200011462,ФОНД ПАМЯТИ МИТРОПОЛИТА НИКОЛАЯ,mitropolitfound.ru,https://vk.com/club166684095
1157400001494,"АНО ДО ""УСПЕХ""",школа-успех.рф,https://vk.com/club166762876
1100200001791,МЕСТНОЕ ОТДЕЛЕНИЕ ДОСААФ РОССИИ ДАВЛЕКАНОВСКОГО РАЙОНА РБ,davlekanovo-dosaaf.ru,https://vk.com/club167448287
1031002195168,"ОО ""КЛВТ""",boatclub-ptz.ru,https://vk.com/club167862509
1135900001269,"АССОЦИАЦИЯ ""БК ""КАЛИЙ-БАСКЕТ""",kali-basket.ru,https://vk.com/club167955428
1107800003937,"АНО ""НОВЫЕ ПЕРСПЕКТИВЫ""",new-perspectives.ru,https://vk.com/club1684755
1161690111681,"АНО ДПО ""ПРОФСТАНДАРТ""",proff-standart.ru,https://vk.com/club168556735
1024701248153,"""ФОНД С Э С И Р С З""",fondstab.ru,https://vk.com/club169123357
1027700534916,,iliya-hram.ru,https://vk.com/club169757020
1027739778439,"АНО ""ПСИХОЛОГИЧЕСКИЙ ЦЕНТР ""ЗДЕСЬ И ТЕПЕРЬ""",www.zdes-i-teper.ru,https://vk.com/club17003120
1116600000274,"""ФОНД НОВОУРАЛЬСКА""",фонд-новоуральска.рф,https://vk.com/club170865767
1127600000549,"БФ ""ЗОЛОТЫЕ СЕРДЦА""",bfzs.ru,https://vk.com/club171826361
1021600019781,,akmechet.ru,https://vk.com/club17237101
1105000000038,"МОРОО ""ДБГ""",детибезграниц.рф,https://vk.com/club172435044
1095900000085,"БЛАГОТВОРИТЕЛЬНЫЙ ФОНД ""ДЕРЕВНЯ ""СВЕТЛАЯ""",svetlay-derevnya.ru,https://vk.com/club17376159
1162300053948,"АНБО ИНКЛЮЗИВНЫЙ ЦЕНТР РАННЕГО РАЗВИТИЯ ""РОСТОК НАДЕЖДЫ""",rostok-nadezhdy.ru,https://vk.com/club174296278
1194827001401,"АНО ""СО-ОБЩЕСТВО""",so-obshchestvo.ru,https://vk.com/club175218339
1156234008831,"АНО ""РЯЗАНСКИЙ УКК АТ""",combinat62.ru,https://vk.com/club175243356
1055906080383,"ЧДОУ ""ЦРР ""СОЛИКАМСКБУМПРОМ""",detsad-solbum.ru,https://vk.com/club175710147
1117799013067,НЕФРОСОВЕТ,nefrosovet.ru,https://vk.com/club175750255
1022302351169,"ПОУ ""ЛАБИНСКАЯ АШ ДОСААФ РОССИИ""",dosaaf.labaved.ru,https://vk.com/club176677416
1034217013203,"АНО ДПО ""КОНТИНЕНТАЛЬ""",www.ih-nk.ru,https://vk.com/club17788414
1027500000131,ЗАБАЙКАЛЬСКИЙ КРАЙКОМ КПРФ,kprf-chita.ru,https://vk.com/club178533757
1159102093336,"БФ ""ЛУЙС""",kaoluys.ru,https://vk.com/club179440398
1205600000088,"ОРОО ""КОМИТЕТ ПО ПРОТИВОДЕЙСТВИЮ КОРРУПЦИИ""",oroo-kpk.ru,https://vk.com/club179719154
1027400006259,,luter74.ru,https://vk.com/club179724186
1153300000402,ГФ ВО,garantfond-33.ru,https://vk.com/club181463938
1032335024919,"КРООИ ""ККДО""",diabet-kkdo.ru,https://vk.com/club181606371
1177232030975,"АНО ДПО ""МИУЦ АЛЬЯНС""",miuc.ru,https://vk.com/club182055568
1191001007306,"АНО ""ПРИЛАДОЖСКИЙ"" ЦСО",ано-приладожский.рф,https://vk.com/club183348162
1095000006793,НАВВ,avvmo.ru,https://vk.com/club183842231
1146200000099,ФОНД КР МКД РЯЗАНСКОЙ ОБЛАСТИ,fondkr62.ru,https://vk.com/club184243958
1056906009555,"ФОНД ""ТВЕРЦА""",v-volok.ru,https://vk.com/club184541678
1148900000314,"НП ""ЦЕНТР ОСВОЕНИЯ АРКТИКИ""",arctic-rf.ru,https://vk.com/club186860884
1197700010518,"АНО ДПО ""УНИВЕРСАЛЬНЫЙ УНИВЕРСИТЕТ""",www.britishdesign.ru,https://vk.com/club18727430
1136600003825,"СДК ""БКИ""",укбки.рф,https://vk.com/club18829954
1026401587409,БАЛАШОВСКАЯ РАЙОННАЯ ОРГАНИЗАЦИЯ ОБЩЕРОССИЙСКОГО ПРОФСОЮЗА ОБРАЗОВАНИЯ,proffminobr.ru,https://vk.com/club188332892
1021800004797,УДМ.РСООИР,udmohotsoyuz.ru,https://vk.com/club188454078
1043400000973,"ВОО МОНИ ""ПЛАМЯ""",воомони-пламя.рф,https://vk.com/club18851887
1025400000460,"ГООИ ""ОБЩЕСТВО ""ДАУН СИНДРОМ""",downsyndrome.ru,https://vk.com/club188605506
1117800006390,,spbalrf.ru,https://vk.com/club18864988
1196451005211,"АНО ""НИЦМ И ТИ""",ницмити.рф,https://vk.com/club189556219
1128900001053,"НО ""ФОНД ""ОКРУЖНОЙ ИТЦ ""ТЕХНОПАРК ЯМАЛ""",rck89.ru,https://vk.com/club189562037
1028600002771,"ППО АО ""СНГ""",pposng.ru,https://vk.com/club190017647
1207700031220,"АНО ""РОДИТЕЛИ ЗА ЧИСТЫЙ ИНТЕРНЕТ""",cleaninet.ru,https://vk.com/club190808798
1158600001450,"ПМГМОО ""АКТИВИСТ""",prodobro86.ru,https://vk.com/club191882355
1146100002927,"НАЦИОНАЛЬНЫЙ ЦЕНТР ""МИЛОСЕРДИЕ""",miloserdievrostove.ru,https://vk.com/club192066557
1027809221010,"НП ""СПБ СЦ ""АВТОМОБИЛИСТ""",vcavtomobilist.ru,https://vk.com/club1935
1102202003045,"ФОНД ИМЕНИ ""НАТАШИ ЕДЫКИНОЙ""",fond-edykina.ru,https://vk.com/club194187549
1200300003672,"АНО ПН ""РУКА ПОМОЩИ""",rukapomoshi03.ru,https://vk.com/club194279021
1207700499050,"АНО ""АРТМАСТЕРС""",artmasters.ru,https://vk.com/club194343825
1027739548726,"ОО РФСО ""ЛОКОМОТИВ""",rfsolokomotiv.ru,https://vk.com/club194436683
1023201289748,ФПСЭР,fokinka32.ru,https://vk.com/club194455175
1026000004690,ПСКОВСКОЕ ОБЛАСТНОЕ ОТДЕЛЕНИЕ ВДПО,vdpo60.ru,https://vk.com/club194532847
1197700007889,"АНО ""РСИ""",ano-rsi.ru,https://vk.com/club194546434
1164200051212,"АНО ДПО ""АВТОКЛАСС""",autoklass42.ru,https://vk.com/club19525412
1207700238680,"АНО ""МКК 1941""",mkk1941.ru,https://vk.com/club196106389
1027700383523,РОССИЙСКИЙ ФОЛЬКЛОРНЫЙ СОЮЗ,folklore.ru,https://vk.com/club1962650
1035000036818,,подолино-смоленский-храм.рф,https://vk.com/club196776807
1204800008841,"БЛАГОТВОРИТЕЛЬНЫЙ ФОНД ""СВЕТЛОЕ НАЧАЛО""",фондсвет.рф,https://vk.com/club198450469
1206700015433,"АНО СОК ""СПАРТАК""",нко-спартак.рф,https://vk.com/club199406803
1037739243684,"РМОО ""МЦФО""",www.mmcfo.ru,https://vk.com/club200938956
1057700024326,"РОО ""РУССКОЕ АФОНСКОЕ ОБЩЕСТВО""",afonru.ru,https://vk.com/club200938956
1196196039170,"АНО ВО ""РМИЭУ""",riiem.ru,https://vk.com/club200938956
1037200000782,,www.tobolsk-eparhia.ru,https://vk.com/club200943663
1203200000860,"БФ ""ОДНО СЕРДЦЕ""",одно-сердце.рф,https://vk.com/club200974674
1037000000070,,esfirtomsk.ru,https://vk.com/club201700352
1111600002491,"АНО ""ДВОРЕЦ ЕДИНОБОРСТВ ""АК БАРС""",akbars-sport.ru,https://vk.com/club20195695
1204800012801,"АНО ""ВИКТОРИЯ""",anoviktoria.ru,https://vk.com/club201967965
1203800010050,ФОНД ЗАЩИТЫ ПРАВ ГРАЖДАН-УЧАСТНИКОВ ДОЛЕВОГО СТРОИТЕЛЬСТВА ИРКУТСКОЙ ОБЛАСТИ,fond38.ru,https://vk.com/club202461636
1107200001204,СОЮЗ ВЕТЕРАНОВ ЯМАЛА,veteranyamala.ru,https://vk.com/club202624858
1037721033900,"АНО ""ТАТЬЯНКА""",www.tatianka.ru,https://vk.com/club20298447
1215500008020,"БФ ПОДДЕРЖКИ СОЦИАЛЬНЫХ ИНИЦИАТИВ ""МЫ ВМЕСТЕ""",мывместефонд.рф,https://vk.com/club204293234
1044400001821,,zheleznoborovskiy.ru,https://vk.com/club204336422
1136800000655,"АНО ЦР ""ПРОЗРЕНИЕ""",anocrprozrenie.ru,https://vk.com/club204437083
1173850017263,"АНО ""СОДЕЙСТВИЕ""",sodeistvie38.ru,https://vk.com/club204511116
1027739921880,"""ЦЕНТР СОДЕЙСТВИЯ МЕЖДУНАРОДНОЙ ЗАЩИТЕ""",www.ip-centre.ru,https://vk.com/club204524159
1207800174515,"НОБ ФОНД ""СВЕТ-СЗ""",bfsvetsz.ru,https://vk.com/club204711197
1085400001554,"АССОЦИАЦИЯ ""НПХК ""СИБИРЬ""",czvs.net,https://vk.com/club205802823
1210200035528,"БФ ""ДЕТИ УРАЛА""",detiuralarb.ru,https://vk.com/club205842554
1117799008139,"АНО ""ЦЕНТР МЕЖДУНАРОДНЫХ ПРОГРАММ В ОБРАЗОВАНИИ""",centeredu.ru,https://vk.com/club205896638
1106600004466,"БФ ""ФОНД ПО ПОДДЕРЖКЕ СПОРТА В СВЕРДЛОВСКОЙ ОБЛАСТИ А.В.ШИПУЛИНА""",fondshipulina.ru,https://vk.com/club21928144
1023200001550,,хрампокрова.рф,https://vk.com/club21983083
1033500047503,"ФОНД ""УТЕШЕНИЕ""",утешение-вологда.рф,https://vk.com/club22273243
1124000001476,"МБОО ""НОВЫЙ ДЕНЬ""",новыйдень.рф,https://vk.com/club22551875
1145958001958,"АНО ДПО ""ЦИО""",en-club.ru,https://vk.com/club2257997
1023405563720,УСТЬ-МЕДВЕДИЦКИЙ КАЗАЧИЙ ОКРУГ,umokrug.ru,https://vk.com/club22609652
1105200000553,"НООО ""НЖКЦ""",crisis-center.ru,https://vk.com/club23091109
1037858013093,"СПБ РОПО ""СОЛДАТСКИЕ МАТЕРИ САНКТ-ПЕТЕРБУРГА""",soldiersmothers.ru,https://vk.com/club23423049
1037858014040,МБОО «НОЧЛЕЖКА»,homeless.ru,https://vk.com/club239781
1027810325400,АРСП,www.arspb.ru,https://vk.com/club24339177
1177700005064,"НЕКОММЕРЧЕСКИЙ ФОНД ""МИР ТЕАТРАЛА""",mirteatrala.ru,https://vk.com/club26021102
1026605245732,"АНО ЦЕНТР ""АНАЛИТИК""",rc-analitik.ru,https://vk.com/club26231402
1120200004210,"РОО СК ""УФИМЕЦ"" РБ",ск-уфимец.рф,https://vk.com/club26591522
1093400005071,"МБОО ""КЗГП""",lawprotect.ru,https://vk.com/club26976303
1117000000325,"ОФ ""ПРАВО НА ДЕТСТВО""",http://deti-fond.tomsk.ru,https://vk.com/club28734376
1130200000920,"АНО КК ""ГРАЦИЯ""",ккграция.рф,https://vk.com/club28897854
1107799017941,АНО ОО «ЦО «ВСТУПЛЕНИЕ»,vstuplenie.com,https://vk.com/club30557121
1107800006203,ДОСААФ РОССИИ САНКТ-ПЕТЕРБУРГА И ЛЕНИНГРАДСКОЙ ОБЛАСТИ,dosaafspb.ru,https://vk.com/club306004
1022402645550,"АНО ПОЦ ""ФЛЕР""",flior.ru,https://vk.com/club30603656
1027800012008,"БКОО ""МСП""",malteser-spb.ru,https://vk.com/club31667402
1028600942700,АНО «СТУДИЯ ТАНЦЕВ «ОЧАРОВАНИЕ»,dance-nv.ru,https://vk.com/club31908311
1033692005313,"ВРОО ИСТОРИКО-ПАТРИОТИЧЕСКОЕ ПОИСКОВОЕ ОБЪЕДИНЕНИЕ ""ДОН""",don-poisk.com,https://vk.com/club33415249
1025900922585,"НО ""БЛАГОТВОРИТЕЛЬНЫЙ ПРОСВЕТИТЕЛЬСКИЙ ФОНД ""БЕЛЫЙ КАМЕНЬ""",uralekskursii.ru,https://vk.com/club36003337
1125000008121,"МО РОО ""УМКА""",umkadm.ru,https://vk.com/club36493892
1026000004480,,hesedpskov.ru,https://vk.com/club36501350
1045008356535,"АНО ДО ""ЦЕНТР ""ПАРТНЕР""",sp-partner.ru,https://vk.com/club37706482
1027809210285,ТРААМ,mironov-theatre.ru,https://vk.com/club3793854
1022201758150,БАРНАУЛЬСКИЙ КООПЕРАТИВНЫЙ ТЕХНИКУМ,bkt-akps.ru,https://vk.com/club37951004
1026900569410,"ТР АССОЦИАЦИЯ ПСИХОЛОГОВ ""ЦЕНТР РАЗВИТИЯ ЛИЧНОСТИ""",personrost.ru,https://vk.com/club38878860
1026300008305,"РЕГИОНАЛЬНАЯ ОБЩЕСТВЕННАЯ ОРГАНИЗАЦИЯ ""СОФФ""",so-ff.ru,https://vk.com/club40073
1097799014477,"БФ ""ДЕТСКИЙ КИНОМАЙ""",kino-may.ru,https://vk.com/club40104706
1086600001795,"БФ ""МЫ ВМЕСТЕ""",fond-vmeste.ru,https://vk.com/club40349462
1164700050503,"БФ ""АНГЕЛ НАДЕЖДЫ""",angelofhope.ru,https://vk.com/club40582009
1047796238401,"АНО СПО ""ПРАВОСЛАВНАЯ СЕМЬЯ""",www.pravsemya.ru,https://vk.com/club40686306
1056900168632,"АНОДПО ""СОВРЕМЕННАЯ ШКОЛА ЗНАНИЙ""",center69.ru,https://vk.com/club41285990
1047746003656,"МОО - ППОР ""РГУФК""",www.sportedu.ru,https://vk.com/club41423
1027739408707,"МБШ ""ВИТА""",vita.ru,https://vk.com/club42766841
1027739660761,"РОО ""СОВЕТ ПО МОРСКИМ МЛЕКОПИТАЮЩИМ""",marmam.ru,https://vk.com/club43621728
1087799036071,"РОО ""МЫ И НАШИ ДЕТИ""",greendoor1995.ru,https://vk.com/club43642450
1081800001898,"АНО ""ДЕТСКАЯ ЭСТРАДНАЯ СТУДИЯ ""ДЕЛЬФИН""",zvezdafest.ru,https://vk.com/club4497639
1149204020130,"АНО ДПО ""БИЗНЕС-АКАДЕМИЯ""",sev-academy.ru,https://vk.com/club45248856
