ogrn,name,website,name_egrul,fullName,address,registration_date,inn,reg_region,okato_code,okato_name,okved,okved_code,okopf,okopf_code
1067799019815,"Некоммерческая организация благотворительный фонд ""Кириленко - детям!""",kirilenko.fund,"КИРИЛЕНКО-ДЕТЯМ!, НКО БЛАГОТВОРИТЕЛЬНЫЙ ФОНД","НЕКОММЕРЧЕСКАЯ ОРГАНИЗАЦИЯ БЛАГОТВОРИТЕЛЬНЫЙ ФОНД ""КИРИЛЕНКО - ДЕТЯМ!""","123001, г. Москва, ул. Бронная М., д. 36 к. 1 кв. 6",07.07.2006,7703390910,Москва,45286575000,"Москва, Центральный, Пресненский",Деятельность по уходу с обеспечением проживания,87,Благотворительные фонды,70401
1047796457873,"""Благотворительный фонд Его Королевского Высочества принца Майкла Кентского""",www.princemichael.net,БЛАГОТВОРИТЕЛЬНЫЙ ФОНД ПРИНЦА МАЙКЛА КЕНТСКОГО,"""БЛАГОТВОРИТЕЛЬНЫЙ ФОНД ЕГО КОРОЛЕВСКОГО ВЫСОЧЕСТВА ПРИНЦА МАЙКЛА КЕНТСКОГО""","107045, г. Москва, пер. Костянский, д. 13",25.06.2004,7708528538,Москва,45286565000,"Москва, Центральный, Красносельский",Предоставление социальных услуг без обеспечения проживания престарелым и инвалидам,88.10,Благотворительные фонды,70401
1165300050046,"Благотворительный фонд некоммерческих программ ""Перелучи""",pereluchifund.ru,"ПЕРЕЛУЧИ, ФОНД","БЛАГОТВОРИТЕЛЬНЫЙ ФОНД НЕКОММЕРЧЕСКИХ ПРОГРАММ ""ПЕРЕЛУЧИ""","174415, Новгородская обл., Боровичский район, д. Дубьё, д. 12",29.02.2016,5320026550,Новгородская область,49206840026,"Новгородская область, Боровичский район, Опеченское, д Дубьё",Предоставление социальных услуг без обеспечения проживания престарелым и инвалидам,88.10,Благотворительные фонды,70401
1186313005647,"Благотворительный фонд ""Премиум""",www.sm-prm.ru,"ПРЕМИУМ, БФ","БЛАГОТВОРИТЕЛЬНЫЙ ФОНД ""ПРЕМИУМ""","446462, Самарская обл., г. Кинель, пгт. Усть-Кинельский, пер. Шоссейный, д. 7",29.01.2018,6350025490,Самарская область,36408557000,"Самарская область, Кинель, Усть-Кинельский","Предоставление прочих финансовых услуг, кроме услуг по страхованию и пенсионному обеспечению, не включенных в другие группировки",64.99,Благотворительные фонды,70401
1127799003640,Международный благотворительный фонд поддержки развития художественной гимнастики,fundrg.com,МЕЖДУНАРОДНЫЙ БЛАГОТВОРИТЕЛЬНЫЙ ФОНД ПОДДЕРЖКИ РАЗВИТИЯ ХУДОЖЕСТВЕННОЙ ГИМНАСТИКИ,МЕЖДУНАРОДНЫЙ БЛАГОТВОРИТЕЛЬНЫЙ ФОНД ПОДДЕРЖКИ РАЗВИТИЯ ХУДОЖЕСТВЕННОЙ ГИМНАСТИКИ,"121069, г. Москва, ул. Поварская, д. 28 к. 3",01.03.2012,7704279249,Москва,45286552000,"Москва, Центральный, Арбат","Деятельность по предоставлению прочих финансовых услуг, кроме услуг по страхованию и пенсионному обеспечению",64.9,Благотворительные фонды,70401
1136600004133,"Некоммерческая организация ""Благотворительный фонд ""Швабе-Милосердие""",shvabe.com,"БФ ШВАБЕ-МИЛОСЕРДИЕ, НКО","НЕКОММЕРЧЕСКАЯ ОРГАНИЗАЦИЯ ""БЛАГОТВОРИТЕЛЬНЫЙ ФОНД ""ШВАБЕ-МИЛОСЕРДИЕ""","620100, Свердловская обл., г. Екатеринбург, ул. Восточная, д. 33 к. Б",01.10.2013,6685994383,Свердловская область,65401380000,"Свердловская область, Екатеринбург, Октябрьский","Предоставление прочих финансовых услуг, кроме услуг по страхованию и пенсионному обеспечению, не включенных в другие группировки",64.99,Благотворительные фонды,70401
1167800052375,"Благотворительный фонд ""Светлый мир""",наблагомира.рф,"СВЕТЛЫЙ МИР, БФ","БЛАГОТВОРИТЕЛЬНЫЙ ФОНД ""СВЕТЛЫЙ МИР""","199226, г. Санкт-Петербург, бульвар Александра Грина, д. 1 стр. 1 пом. 14-Н 4 этаж офис 25",23.05.2016,7813252462,Санкт-Петербург,40263000000,"Санкт-Петербург, Василеостровский","Предоставление прочих финансовых услуг, кроме услуг по страхованию и пенсионному обеспечению, не включенных в другие группировки",64.99,Благотворительные фонды,70401
1127799025958,"Благотворительный фонд содействия развитию культурных, образовательных и социальных проектов ""Пери""",peri-foundation.com,"ПЕРИ, БЛАГОТВОРИТЕЛЬНЫЙ ФОНД","БЛАГОТВОРИТЕЛЬНЫЙ ФОНД СОДЕЙСТВИЯ РАЗВИТИЮ КУЛЬТУРНЫХ, ОБРАЗОВАТЕЛЬНЫХ И СОЦИАЛЬНЫХ ПРОЕКТОВ ""ПЕРИ""","125009, г. Москва, пер. Большой Кисловский, д. 9 этаж / пом. / ком. МАНС/X/12",12.12.2012,7704280318,Москва,45286575000,"Москва, Центральный, Пресненский","Деятельность по предоставлению прочих финансовых услуг, кроме услуг по страхованию и пенсионному обеспечению",64.9,Благотворительные фонды,70401
1137799016310,"Благотворительный фонд ""Хофф""",bfhoff.ru,"ХОФФ, БФ","БЛАГОТВОРИТЕЛЬНЫЙ ФОНД ""ХОФФ""","123290, г. Москва, проезд 1-Й Магистральный, д. 11 стр. 1 пом. / этаж / ком. II/2/44",02.09.2013,7709473225,Москва,45277598000,"Москва, Северный, Хорошевский","Предоставление прочих финансовых услуг, кроме услуг по страхованию и пенсионному обеспечению, не включенных в другие группировки",64.99,Благотворительные фонды,70401
1159204020910,"Благотворительный фонд поддержки патриотического воспитания ""Интеллект""",intellect-foundation.ru,"ИНТЕЛЛЕКТ, БЛАГОТВОРИТЕЛЬНЫЙ ФОНД","БЛАГОТВОРИТЕЛЬНЫЙ ФОНД ПОДДЕРЖКИ ПАТРИОТИЧЕСКОГО ВОСПИТАНИЯ ""ИНТЕЛЛЕКТ""","299053, г. Севастополь, ул. Вакуленчука, д. 22",02.06.2015,9201509612,Севастополь,67264000000,"Севастополь, Гагаринский",Предоставление социальных услуг без обеспечения проживания престарелым и инвалидам,88.10,Благотворительные фонды,70401
1037700124923,"Благотворительный фонд ""Отчий дом""",otchiidom.ru,"ОТЧИЙ ДОМ, БФ","БЛАГОТВОРИТЕЛЬНЫЙ ФОНД ""ОТЧИЙ ДОМ""","121354, г. Москва, ул. Маршала Неделина, д. 16 к. 1",04.06.1996,7721118957,Москва,45268569000,"Москва, Западный, Можайский",Предоставление социальных услуг без обеспечения проживания престарелым и инвалидам,88.10,Благотворительные фонды,70401
1087799027007,Благотворительный фонд Алины Кабаевой,kabaeva-alina.ru,"АЛИНЫ КАБАЕВОЙ, ФОНД",БЛАГОТВОРИТЕЛЬНЫЙ ФОНД АЛИНЫ КАБАЕВОЙ,"121471, г. Москва, шоссе Можайское, д. 7 к. 1",23.06.2008,7731282240,Москва,45268569000,"Москва, Западный, Можайский","Предоставление прочих финансовых услуг, кроме услуг по страхованию и пенсионному обеспечению, не включенных в другие группировки",64.99,Благотворительные фонды,70401
1167700076037,"Благотворительный фонд ""ЦУМ-детям""",tsum-detyam.ru,"ЦУМ-ДЕТЯМ, БФ","БЛАГОТВОРИТЕЛЬНЫЙ ФОНД ""ЦУМ-ДЕТЯМ""","125009, г. Москва, ул. Петровка, д. 2 стр. 2 пом. 9",21.12.2016,7707377149,Москва,45286585000,"Москва, Центральный, Тверской","Предоставление прочих финансовых услуг, кроме услуг по страхованию и пенсионному обеспечению, не включенных в другие группировки",64.99,Благотворительные фонды,70401
1087799036160,"Благотворительный фонд поддержки ветеранов и молодежи футбольного клуба ""Спартак-Москва""",spartak.com,"СПАРТАК-МОСКВА, БФ ПВИМ ФК","БЛАГОТВОРИТЕЛЬНЫЙ ФОНД ПОДДЕРЖКИ ВЕТЕРАНОВ И МОЛОДЕЖИ ФУТБОЛЬНОГО КЛУБА ""СПАРТАК-МОСКВА""","123100, г. Москва, вн.тер.г. муниципальный округ Пресненский, наб Краснопресненская, д. 8",26.11.2008,7703393460,Москва,45286575000,"Москва, Центральный, Пресненский","Предоставление прочих социальных услуг без обеспечения проживания, не включенных в другие группировки",88.99,Благотворительные фонды,70401
1087799036160,"Благотворительный фонд поддержки ветеранов и молодежи футбольного клуба ""Спартак-Москва""",fund.spartak.com,"СПАРТАК-МОСКВА, БФ ПВИМ ФК","БЛАГОТВОРИТЕЛЬНЫЙ ФОНД ПОДДЕРЖКИ ВЕТЕРАНОВ И МОЛОДЕЖИ ФУТБОЛЬНОГО КЛУБА ""СПАРТАК-МОСКВА""","123100, г. Москва, вн.тер.г. муниципальный округ Пресненский, наб Краснопресненская, д. 8",26.11.2008,7703393460,Москва,45286575000,"Москва, Центральный, Пресненский","Предоставление прочих социальных услуг без обеспечения проживания, не включенных в другие группировки",88.99,Благотворительные фонды,70401
1108900000406,"Некоммерческая организация ""Благотворительный фонд ""Преображание""",preobrazgenie.ru,"ПРЕОБРАЖЕНИЕ, НО БФ","НЕКОММЕРЧЕСКАЯ ОРГАНИЗАЦИЯ ""БЛАГОТВОРИТЕЛЬНЫЙ ФОНД ""ПРЕОБРАЖЕНИЕ""","629730, Ямало-Ненецкий окр., г. Надым, ул. Зверева, Здание Тк ""Северный Гостиный Двор"", д. 37 к. А",11.05.2010,8903030522,Тюменская область,71174000000,"Тюменская область, Надым","Предоставление прочих финансовых услуг, кроме услуг по страхованию и пенсионному обеспечению, не включенных в другие группировки",64.99,Благотворительные фонды,70401
1031659010767,"Татарстанская региональная общественная благотворительная организация ""Яз""",www.smpneftegaz.ru,"ЯЗ, ТРОБО","ТАТАРСТАНСКАЯ РЕГИОНАЛЬНАЯ ОБЩЕСТВЕННАЯ БЛАГОТВОРИТЕЛЬНАЯ ОРГАНИЗАЦИЯ ""ЯЗ""","423461, Татарстан респ., Альметьевский район, г. Альметьевск, проспект Строителей, д. 57",30.09.1999,1644017260,Республика Татарстан,92405000000,"Республика Татарстан (Татарстан), Альметьевск","Деятельность прочих общественных организаций, не включенных в другие группировки",94.99,Общественные организации,20200
1031659010767,"Татарстанская региональная общественная благотворительная организация ""Яз""",index.php?id=161,"ЯЗ, ТРОБО","ТАТАРСТАНСКАЯ РЕГИОНАЛЬНАЯ ОБЩЕСТВЕННАЯ БЛАГОТВОРИТЕЛЬНАЯ ОРГАНИЗАЦИЯ ""ЯЗ""","423461, Татарстан респ., Альметьевский район, г. Альметьевск, проспект Строителей, д. 57",30.09.1999,1644017260,Республика Татарстан,92405000000,"Республика Татарстан (Татарстан), Альметьевск","Деятельность прочих общественных организаций, не включенных в другие группировки",94.99,Общественные организации,20200
1160571053697,"Благотворительный фонд содействия образовательным, культурным и социальным проектам ""Село""",suspendedpage.cgi?p=fund-main,"СЕЛО, БЛАГОТВОРИТЕЛЬНЫЙ ФОНД","БЛАГОТВОРИТЕЛЬНЫЙ ФОНД СОДЕЙСТВИЯ ОБРАЗОВАТЕЛЬНЫМ, КУЛЬТУРНЫМ И СОЦИАЛЬНЫМ ПРОЕКТАМ ""СЕЛО""","105066, г. Москва, ул. Нижняя Красносельская, д. 40/12 к. 20 офис / этаж 911/9",18.04.2016,0573006884,Москва,45286555000,"Москва, Центральный, Басманный","Деятельность прочих общественных организаций, не включенных в другие группировки",94.99,Благотворительные фонды,70401
1160571053697,"Благотворительный фонд содействия образовательным, культурным и социальным проектам ""Село""",цмур.рф,"СЕЛО, БЛАГОТВОРИТЕЛЬНЫЙ ФОНД","БЛАГОТВОРИТЕЛЬНЫЙ ФОНД СОДЕЙСТВИЯ ОБРАЗОВАТЕЛЬНЫМ, КУЛЬТУРНЫМ И СОЦИАЛЬНЫМ ПРОЕКТАМ ""СЕЛО""","105066, г. Москва, ул. Нижняя Красносельская, д. 40/12 к. 20 офис / этаж 911/9",18.04.2016,0573006884,Москва,45286555000,"Москва, Центральный, Басманный","Деятельность прочих общественных организаций, не включенных в другие группировки",94.99,Благотворительные фонды,70401
1045007203878,"Некоммерческая организация ""Благотворительный фонд ""Наследие""",nasledie.su,"НАСЛЕДИЕ, ФОНД","НЕКОММЕРЧЕСКАЯ ОРГАНИЗАЦИЯ ""БЛАГОТВОРИТЕЛЬНЫЙ ФОНД ""НАСЛЕДИЕ""","142119, Московская обл., г. Подольск, ул. Беляевская, д. 13А",14.04.2004,5036059536,Московская область,46460000000,"Московская область, Подольск",Деятельность спортивных объектов,93.11,Благотворительные фонды,70401
1037700211427,"Региональная благотворительная общественная организация содействия социальной поддержке и защите граждан ""Белый крест""",beliykrest.ru,"БЕЛЫЙ КРЕСТ, РБОО","РЕГИОНАЛЬНАЯ БЛАГОТВОРИТЕЛЬНАЯ ОБЩЕСТВЕННАЯ ОРГАНИЗАЦИЯ СОДЕЙСТВИЯ СОЦИАЛЬНОЙ ПОДДЕРЖКЕ И ЗАЩИТЕ ГРАЖДАН ""БЕЛЫЙ КРЕСТ""","107023, г. Москва, ул. Большая Семёновская, д. 32 стр. 7 пом. 19",18.03.2002,7709370340,Москва,45263588000,"Москва, Восточный, Соколиная гора","Деятельность прочих общественных организаций, не включенных в другие группировки",94.99,Общественные организации,20200
1027700436829,Благотворительный фонд Марка Кауфмана,kaufman-charity.com,БЛАГОТВОРИТЕЛЬНЫЙ ФОНД МАРКА КАУФМАНА,БЛАГОТВОРИТЕЛЬНЫЙ ФОНД МАРКА КАУФМАНА,"115035, г. Москва, ул. Пятницкая, д. 2/38 к. 3",28.06.2002,7706274310,Москва,45286560000,"Москва, Центральный, Замоскворечье","Предоставление прочих финансовых услуг, кроме услуг по страхованию и пенсионному обеспечению, не включенных в другие группировки",64.99,Благотворительные фонды,70401
1027700436829,Благотворительный фонд Марка Кауфмана,index.php,БЛАГОТВОРИТЕЛЬНЫЙ ФОНД МАРКА КАУФМАНА,БЛАГОТВОРИТЕЛЬНЫЙ ФОНД МАРКА КАУФМАНА,"115035, г. Москва, ул. Пятницкая, д. 2/38 к. 3",28.06.2002,7706274310,Москва,45286560000,"Москва, Центральный, Замоскворечье","Предоставление прочих финансовых услуг, кроме услуг по страхованию и пенсионному обеспечению, не включенных в другие группировки",64.99,Благотворительные фонды,70401
1167700051331,Благотворительный фонд Лейлы Адамян в области поддержки социально-культурных инициатив,lafond.ru,БФ ЛЕЙЛЫ АДАМЯН,БЛАГОТВОРИТЕЛЬНЫЙ ФОНД ЛЕЙЛЫ АДАМЯН В ОБЛАСТИ ПОДДЕРЖКИ СОЦИАЛЬНО-КУЛЬТУРНЫХ ИНИЦИАТИВ,"119991, г. Москва, ул. Тимура Фрунзе, д. 11 стр. 7 офис ФЛИГЕЛЬ 1-2 (Бизнес-центр «Красная Роза Клейн»)",29.01.2016,7704343656,Москва,45286590000,"Москва, Центральный, Хамовники",Предоставление социальных услуг без обеспечения проживания престарелым и инвалидам,88.10,Благотворительные фонды,70401
1127799003826,"Благотворительный фонд ""Счастье есть""",www.fond-happy.ru,"СЧАСТЬЕ ЕСТЬ, БФ","БЛАГОТВОРИТЕЛЬНЫЙ ФОНД ""СЧАСТЬЕ ЕСТЬ""","143444, Московская обл., г. Красногорск, ул. Геологов (Опалиха Мкр.), д. 6 пом. 9",05.03.2012,7731396819,Московская область,46439000000,"Московская область, Красногорск","Деятельность по предоставлению прочих финансовых услуг, кроме услуг по страхованию и пенсионному обеспечению",64.9,Благотворительные фонды,70401
1067799033180,Благотворительный фонд имени Павла Михайловича Третьякова,www.fond-tretyakov.ru,БЛАГОТВОРИТЕЛЬНЫЙ ФОНД ИМЕНИ П.М. ТРЕТЬЯКОВА,БЛАГОТВОРИТЕЛЬНЫЙ ФОНД ИМЕНИ ПАВЛА МИХАЙЛОВИЧА ТРЕТЬЯКОВА,"119017, г. Москва, пер. Лаврушинский, д. 10",14.12.2006,7706412584,Москва,45286596000,"Москва, Центральный, Якиманка","Деятельность библиотек, архивов, музеев и прочих объектов культуры",91.0,Благотворительные фонды,70401
1067799033180,Благотворительный фонд имени Павла Михайловича Третьякова,founders.html,БЛАГОТВОРИТЕЛЬНЫЙ ФОНД ИМЕНИ П.М. ТРЕТЬЯКОВА,БЛАГОТВОРИТЕЛЬНЫЙ ФОНД ИМЕНИ ПАВЛА МИХАЙЛОВИЧА ТРЕТЬЯКОВА,"119017, г. Москва, пер. Лаврушинский, д. 10",14.12.2006,7706412584,Москва,45286596000,"Москва, Центральный, Якиманка","Деятельность библиотек, архивов, музеев и прочих объектов культуры",91.0,Благотворительные фонды,70401
1157154005348,"Межрегиональный благотворительный фонд ""Земляки""",земляки71.рф,"ЗЕМЛЯКИ, МБФ","МЕЖРЕГИОНАЛЬНЫЙ БЛАГОТВОРИТЕЛЬНЫЙ ФОНД ""ЗЕМЛЯКИ""","300041, Тульская обл., г. Тула, ул. Лейтейзена, д. 8 кв. 164",25.02.2015,7106020112,Тульская область,70401375000,"Тульская область, Тула, Советский","Предоставление прочих финансовых услуг, кроме услуг по страхованию и пенсионному обеспечению, не включенных в другие группировки",64.99,Благотворительные фонды,70401
1037800022820,"Благотворительный фонд ""Детский спортивный хоккейный клуб """,skagazprom.ru,"ДСХК МКМ, БФ","БЛАГОТВОРИТЕЛЬНЫЙ ФОНД ""ДЕТСКИЙ СПОРТИВНЫЙ ХОККЕЙНЫЙ КЛУБ ""МКМ""","196655, г. Санкт-Петербург, г. Колпино, ул. Тверская, д. 25",02.09.1998,7801112679,Санкт-Петербург,40277000000,"Санкт-Петербург, Колпинский",Деятельность в области спорта прочая,93.19,Благотворительные фонды,70401
1155000005160,Благотворительный фонд святителя Иннокентия епископа Иркутского,иркутская-губерния.рф,БФ СВЯТИТЕЛЯ ИННОКЕНТИЯ ЕПИСКОПА ИРКУТСКОГО,БЛАГОТВОРИТЕЛЬНЫЙ ФОНД СВЯТИТЕЛЯ ИННОКЕНТИЯ ЕПИСКОПА ИРКУТСКОГО,"143005, Московская обл., г. Одинцово, шоссе Можайское, д. 122 кв. 16",07.12.2015,5032223256,Московская область,46455000000,"Московская область, Одинцово","Предоставление прочих финансовых услуг, кроме услуг по страхованию и пенсионному обеспечению, не включенных в другие группировки",64.99,Благотворительные фонды,70401
1117799015080,"Благотворительный фонд содействия воспитанию физически и нравственно здорового поколения ""Фонд Дмитрия Носова""",www.fondnosova.ru,ФОНД ДМИТРИЯ НОСОВА,"БЛАГОТВОРИТЕЛЬНЫЙ ФОНД СОДЕЙСТВИЯ ВОСПИТАНИЮ ФИЗИЧЕСКИ И НРАВСТВЕННО ЗДОРОВОГО ПОКОЛЕНИЯ ""ФОНД ДМИТРИЯ НОСОВА""","125009, г. Москва, пер. Георгиевский, д. 1 стр. 1 офис 304",02.08.2011,7725350407,Москва,45286585000,"Москва, Центральный, Тверской","Деятельность по предоставлению прочих финансовых услуг, кроме услуг по страхованию и пенсионному обеспечению",64.9,Благотворительные фонды,70401
1037843042720,"Благотворительный фонд Ростроповича-Вишневской ""Во имя здоровья и будущего детей""",www.spbfvr.ru,"РОСТРОПОВИЧА-ВИШНЕВСКОЙ, ФОНД","БЛАГОТВОРИТЕЛЬНЫЙ ФОНД РОСТРОПОВИЧА-ВИШНЕВСКОЙ ""ВО ИМЯ ЗДОРОВЬЯ И БУДУЩЕГО ДЕТЕЙ""","101000, г. Москва, пер. Архангельский, д. 6 стр. 1 этаж / пом. / ком. 1/I/24",13.02.2003,7825496216,Москва,45286555000,"Москва, Центральный, Басманный","Предоставление прочих финансовых услуг, кроме услуг по страхованию и пенсионному обеспечению, не включенных в другие группировки",64.99,Благотворительные фонды,70401
1097799029580,"Благотворительный фонд помощи тяжелобольным детям, сиротам и инвалидам ""Русфонд""",rusfond.ru,"РУСФОНД, БЛАГОТВОРИТЕЛЬНЫЙ ФОНД","БЛАГОТВОРИТЕЛЬНЫЙ ФОНД ПОМОЩИ ТЯЖЕЛОБОЛЬНЫМ ДЕТЯМ, СИРОТАМ И ИНВАЛИДАМ ""РУСФОНД""","125315, г. Москва, проспект Ленинградский, д. 68 стр. 16",29.10.2009,7743089883,Москва,45277553000,"Москва, Северный, Аэропорт","Предоставление прочих социальных услуг без обеспечения проживания, не включенных в другие группировки",88.99,Благотворительные фонды,70401
1067799030639,"Благотворительный фонд помощи детям с онкогематологическими и иными тяжелыми заболеваниями ""Подари жизнь""",podari-zhizn.ru,"ПОДАРИ ЖИЗНЬ, ФОНД","БЛАГОТВОРИТЕЛЬНЫЙ ФОНД ПОМОЩИ ДЕТЯМ С ОНКОГЕМАТОЛОГИЧЕСКИМИ И ИНЫМИ ТЯЖЕЛЫМИ ЗАБОЛЕВАНИЯМИ ""ПОДАРИ ЖИЗНЬ""","121351, г. Москва, вн.тер.г. муниципальный округ Кунцево, ул Молодогвардейская, д. 59, стр. 3, помещ. I, ком. 1",27.11.2006,7714320009,Москва,45268562000,"Москва, Западный, Кунцево",Предоставление социальных услуг без обеспечения проживания престарелым и инвалидам,88.10,Благотворительные фонды,70401
1187700006614,"Благотворительный фонд ""Дом с маяком""",mayak.help,"ДОМ С МАЯКОМ, БФ","БЛАГОТВОРИТЕЛЬНЫЙ ФОНД ""ДОМ С МАЯКОМ""","105062, г. Москва, ул. Покровка, д. 25 стр. 2 кв. 7",12.04.2018,9701106080,Москва,45286555000,"Москва, Центральный, Басманный","Предоставление прочих социальных услуг без обеспечения проживания, не включенных в другие группировки",88.99,Благотворительные фонды,70401
1067799030826,"Благотворительный фонд помощи хосписам ""Вера""",www.hospicefund.ru,"ВЕРА, БЛАГОТВОРИТЕЛЬНЫЙ ФОНД","БЛАГОТВОРИТЕЛЬНЫЙ ФОНД ПОМОЩИ ХОСПИСАМ ""ВЕРА""","121099, г. Москва, пер. 2-Й Николощеповский, д. 4",28.11.2006,7724296034,Москва,45286552000,"Москва, Центральный, Арбат","Предоставление прочих социальных услуг без обеспечения проживания, не включенных в другие группировки",88.99,Благотворительные фонды,70401
1087799008967,Благотворительный фонд Константина Хабенского,bfkh.ru,"КОНСТАНТИНА ХАБЕНСКОГО, ФОНД",БЛАГОТВОРИТЕЛЬНЫЙ ФОНД КОНСТАНТИНА ХАБЕНСКОГО,"107023, г. Москва, ул. Электрозаводская, д. 27 стр. 7 пом. II, к. 2,3,7,11, этаж 2 (Деловой центр «ЛеФОРТ строение 7»)",09.04.2008,7708236775,Москва,45263594000,"Москва, Восточный, Преображенское","Предоставление прочих финансовых услуг, кроме услуг по страхованию и пенсионному обеспечению, не включенных в другие группировки",64.99,Благотворительные фонды,70401
1037739393713,"Отделение международной неправительственной некоммерческой организации ""Совет Гринпис""",greenpeace.ru,"СОВЕТ ГРИНПИС, ОМННО","ОТДЕЛЕНИЕ МЕЖДУНАРОДНОЙ НЕПРАВИТЕЛЬСТВЕННОЙ НЕКОММЕРЧЕСКОЙ ОРГАНИЗАЦИИ ""СОВЕТ ГРИНПИС"" - ГРИНПИС","125040, г. Москва, проспект Ленинградский, д. 26 к. 1",13.03.1992,7707024062,Москва,45277556000,"Москва, Северный, Беговой","Деятельность прочих общественных организаций, не включенных в другие группировки",94.99,Общественные организации,20200
1077799002490,"Благотворительный фонд ""Волонтеры в помощь детям-сиротам""",www.otkazniki.ru,"ВОЛОНТЕРЫ В ПОМОЩЬ ДЕТЯМ-СИРОТАМ, БФ","БЛАГОТВОРИТЕЛЬНЫЙ ФОНД ""ВОЛОНТЕРЫ В ПОМОЩЬ ДЕТЯМ-СИРОТАМ""","117049, г. Москва, ул. Донская, д. 8",01.02.2007,7706412841,Москва,45286596000,"Москва, Центральный, Якиманка",Предоставление социальных услуг без обеспечения проживания престарелым и инвалидам,88.10,Благотворительные фонды,70401
1067799033752,Всемирный фонд природы,www.worldwildlife.org,ВСЕМИРНЫЙ ФОНД ПРИРОДЫ,ВСЕМИРНЫЙ ФОНД ПРИРОДЫ,"109240, г. Москва, ул. Николоямская, д. 19 стр. 3",26.12.2006,7709440011,Москва,45286580000,"Москва, Центральный, Таганский",Деятельность по мониторингу загрязнения окружающей среды для физических и юридических лиц,71.12.53,Общественные фонды,70403
1117799022516,"Благотворительный фонд помощи пожилым людям и инвалидам ""Старость в радость""",starikam.org,"СТАРОСТЬ В РАДОСТЬ, БФ","БЛАГОТВОРИТЕЛЬНЫЙ ФОНД ПОМОЩИ ПОЖИЛЫМ ЛЮДЯМ И ИНВАЛИДАМ ""СТАРОСТЬ В РАДОСТЬ""","127006, г. Москва, ул. Садовая-Триумфальная, д. 4-10",09.11.2011,7710479486,Москва,45286585000,"Москва, Центральный, Тверской",Предоставление социальных услуг без обеспечения проживания престарелым и инвалидам,88.10,Благотворительные фонды,70401
1057700014679,"Региональная общественная организация поддержки социальной деятельности русской православной церкви ""Милосердие""",miloserdie.help,"МИЛОСЕРДИЕ, РОО","РЕГИОНАЛЬНАЯ ОБЩЕСТВЕННАЯ ОРГАНИЗАЦИЯ ПОДДЕРЖКИ СОЦИАЛЬНОЙ ДЕЯТЕЛЬНОСТИ РУССКОЙ ПРАВОСЛАВНОЙ ЦЕРКВИ ""МИЛОСЕРДИЕ""","119049, г. Москва, проспект Ленинский, д. 8 к. 12",07.06.2005,7706409126,Москва,45286596000,"Москва, Центральный, Якиманка","Деятельность прочих общественных организаций, не включенных в другие группировки",94.99,Общественные организации,20200
1157700017463,"Благотворительный фонд помощи людям в сложной жизненной ситуации ""Второе дыхание""",vtoroe.ru,"ВТОРОЕ ДЫХАНИЕ, БФ","БЛАГОТВОРИТЕЛЬНЫЙ ФОНД ПОМОЩИ ЛЮДЯМ В СЛОЖНОЙ ЖИЗНЕННОЙ СИТУАЦИИ ""ВТОРОЕ ДЫХАНИЕ""","129085, г. Москва, вн.тер.г. муниципальный округ Останкинский, ул Годовикова, д. 6, этаж 1 ПОМЕЩЕНИЕ IIА, VII, комнаты 1-7, 7А, 8, 9/1-6, 6А, 7",05.11.2015,7716807831,Москва,45280572000,"Москва, Северо-Восточный, Останкинский","Предоставление прочих социальных услуг без обеспечения проживания, не включенных в другие группировки",88.99,Благотворительные фонды,70401
1027739619500,"Некоммерческая организация ""Благотворительный фонд ""Даунсайд ап""",downsideup.org,ДАУНСАЙД АП,"НЕКОММЕРЧЕСКАЯ ОРГАНИЗАЦИЯ ""БЛАГОТВОРИТЕЛЬНЫЙ ФОНД ""ДАУНСАЙД АП""","105043, г. Москва, ул. Парковая 3-Я, д. 14А",15.09.1997,7705159882,Москва,45263570000,"Москва, Восточный, Измайлово","Предоставление прочих социальных услуг без обеспечения проживания, не включенных в другие группировки",88.99,Благотворительные фонды,70401
1157700007410,"Благотворительный фонд ""Память поколений""",pamyatpokoleniy.ru,"ПАМЯТЬ ПОКОЛЕНИЙ, БФ","БЛАГОТВОРИТЕЛЬНЫЙ ФОНД ""ПАМЯТЬ ПОКОЛЕНИЙ""","121170, г. Москва, вн.тер.г. муниципальный округ Дорогомилово, пр-кт Кутузовский, д. 32, к. 3, помещ. Б.07.21",26.05.2015,7726340546,Москва,45268554000,"Москва, Западный, Дорогомилово","Предоставление прочих социальных услуг без обеспечения проживания, не включенных в другие группировки",88.99,Благотворительные фонды,70401
1037858014040,"Межрегиональная благотворительная общественная организация помощи бездомным ""Ночлежка""",homeless.ru,"НОЧЛЕЖКА, МБОО","МЕЖРЕГИОНАЛЬНАЯ БЛАГОТВОРИТЕЛЬНАЯ ОБЩЕСТВЕННАЯ ОРГАНИЗАЦИЯ ПОМОЩИ БЕЗДОМНЫМ ""НОЧЛЕЖКА""","192007, г. Санкт-Петербург, ул. Боровая, д. 112 к. Б",14.01.1998,7805104809,Санкт-Петербург,40296000000,"Санкт-Петербург, Фрунзенский","Деятельность прочих общественных организаций, не включенных в другие группировки",94.99,Общественные организации,20200
